Time,w_f_0,F_0,N1_0
137.6,20,4.24116504854368,45678.3333333334
137.65,20,4.26058252427185,46098.8235294118
137.7,20,4.28,46525.7142857143
137.75,20,4.28480769230769,46910.5882352941
137.8,20,4.28961538461539,47253.3333333335
137.85,20,4.32156862745097,47571.25
137.9,20,4.35588235294118,47831.3207547171
137.95,20,4.36,48037.8723404256
138,20,4.36,48200
138.05,20,4.34415841584158,48380.6000000001
138.1,20,4.32435643564356,48570.6
138.15,20,4.32735849056604,48763.4693877551
138.2,20,4.33679245283019,48951.5686274511
138.25,20,4.33359223300971,49118.4
138.3,20,4.32388349514563,49256.2000000001
138.35,20,4.31708737864078,49386.2
138.4,20,4.31223300970874,49512.5
138.45,20,4.30480769230769,49617.0212765958
138.5,20,4.29519230769231,49729.4117647059
138.55,20,4.29446601941748,49825.2941176471
138.6,20,4.30417475728155,49903.3333333333
138.65,20,4.30607843137255,49977.6595744681
138.7,20,4.29627450980392,50021.875
138.75,20,4.29,50086.9230769231
138.8,20,4.29,50145.7142857143
138.85,20,4.29382352941177,50188.8
138.9,20,4.30852941176471,50228.2352941177
138.95,20,4.31894230769231,50240
139,20,4.31413461538462,50247
139.05,20,4.31203883495146,50264
139.1,20,4.32660194174757,50276.862745098
139.15,20,4.34,50293.8775510204
139.2,20,4.34,50313.7254901961
139.25,20,4.33981481481481,50284.5833333333
139.3,20,4.33055555555555,50164.1176470588
139.35,20,4.3212962962963,50099.8076923077
139.4,20,4.32,50090
139.45,20,4.32,50111.4285714286
139.5,20,4.32831683168317,50133.8461538462
139.55,20,4.33821782178218,50160
139.6,20,4.34780952380952,50184.0425531915
139.65,20,4.35733333333334,50210.7692307692
139.7,20,4.35300970873786,50232.5925925926
139.75,20,4.34330097087379,50240
139.8,20,4.3464705882353,50259.6153846154
139.85,20,4.35627450980392,50257.2
139.9,20,4.35409523809524,50269.5918367347
139.95,20,4.34457142857142,50280
140,20,4.34504854368932,50293.2
140.05,20,4.3547572815534,50300
140.1,20,4.36,50313.0769230769
140.15,20,4.36,50326.4
140.2,20,4.36,50330
140.25,20,4.36,50323.3333333333
140.3,20,4.36,50326.7346938776
140.35,20,4.36,50330
140.4,20,4.36,50330
140.45,20,4.36,50330
140.5,20,4.36,50342.6923076923
140.55,20,4.36,50337.6
140.6,20,4.36,50342.6530612245
140.65,20,4.36,50350
140.7,20,4.36,50350
140.75,20,4.36,50350
140.8,20,4.36,50350
140.85,20,4.36,50350
140.9,20,4.36,50331.0204081633
140.95,20,4.36,50307.2
141,20,4.36,50312.5490196078
141.05,20,4.36,50320
141.1,20,4.36,50294.693877551
141.15,20,4.36,50273.8461538462
141.2,20,4.36,50257.5
141.25,20,4.36,50243.9622641509
141.3,20,4.36,50240
141.35,20,4.36,50227.6595744681
141.4,20,4.36,50220
141.45,20,4.36,50207.2
141.5,20,4.36,50212.3076923077
141.55,20,4.36,50220
141.6,20,4.36,50208
141.65,20,4.36,50181.6326530612
141.7,20,4.36,50170
141.75,20,4.36,50163.9583333333
141.8,20,4.36,50147.6
141.85,20,4.3296,50127.6
141.9,20,4.31022222222222,50120
141.95,20,4.31,50120
142,20,4.31,50113.9215686275
142.05,20,4.31,50081.1538461538
142.1,20,4.31,50048.5714285714
142.15,20,4.31,50040
142.2,20,4.31,50040
142.25,20,4.31,50034.2307692308
142.3,20,4.29266666666667,50013.2
142.35,20,4.26066666666667,49989.0196078431
142.4,20,4.26177777777779,49991.4893617021
142.45,20,4.282,50006
142.5,20,4.29,49992.3529411765
142.55,20,4.26888888888888,49980
142.6,20,4.24,49992
142.65,20,4.23369565217391,50000
142.7,20,4.23,50000
142.75,20,4.256,49988.6274509804
142.8,20,4.28933333333335,49980
142.85,20,4.27727272727274,49963.2
142.9,20,4.24800000000001,49955.8333333333
142.95,20,4.28311111111111,49942.3529411765
143,20,4.29,49930
143.05,20,4.29,49946.7307692308
143.1,20,4.29807692307692,49960
143.15,20,4.3125,49960
143.2,20,4.32466019417476,49954.6
143.25,20,4.33436893203884,49939.2
143.3,20,4.33592233009708,49940.8
143.35,20,4.32621359223301,49950
143.4,20,4.30961538461538,49939.0196078431
143.45,20,4.28076923076922,49945.8823529412
143.5,20,4.25728155339806,49981.2244897959
143.55,20,4.24757281553398,50000
143.6,20,4.24419047619048,50016.4705882353
143.65,20,4.2632380952381,50030
143.7,20,4.28178217821783,50045.306122449
143.75,20,4.29663366336634,50070.612244898
143.8,20,4.31048543689321,50085.4
143.85,20,4.31533980582524,50117
143.9,20,4.32,50155.8823529412
143.95,20,4.32,50180.612244898
144,20,4.32,50195.4
144.05,20,4.32,50221.1764705882
144.1,20,4.32,50255.294117647
144.15,20,4.32,50270
144.2,20,4.32,50275
144.25,20,4.33553398058252,50289.8039215686
144.3,20,4.35495145631069,50251.0204081632
144.35,20,4.36,50115
144.4,20,4.36,50015.5769230769
144.45,20,4.35346153846154,50014.0816326531
144.5,20,4.34384615384616,50045
144.55,20,4.35470588235294,50090.5882352941
144.6,20,4.3792156862745,50139.2307692308
144.65,20,4.38456310679612,50178.0392156863
144.7,20,4.37485436893204,50218.3333333334
144.75,20,4.36292452830188,50255
144.8,20,4.34877358490565,50274.8148148148
144.85,20,4.34372549019608,50298.3333333333
144.9,20,4.35352941176471,50334.693877551
144.95,20,4.36157407407408,50350
145,20,4.3662037037037,50350
145.05,20,4.37,50363.8
145.1,20,4.37,50389.387755102
145.15,20,4.37,50418.4615384615
145.2,20,4.37,50440
145.25,20,4.37152380952381,50459.2307692308
145.3,20,4.38104761904762,50480
145.35,20,4.39,50484.4
145.4,20,4.39,50490
145.45,20,4.39,50485.4901960784
145.5,20,4.39,50484.4897959184
145.55,20,4.39,50499.0196078431
145.6,20,4.38106796116505,50514.4
145.65,20,4.37135922330097,50529.1666666667
145.7,20,4.36578431372549,50540
145.75,20,4.36088235294118,50553.2
145.8,20,4.36398058252427,50570
145.85,20,4.36883495145631,50579.0196078431
145.9,20,4.37,50603.2
145.95,20,4.37,50628.8
146,20,4.37666666666667,50652.6923076923
146.05,20,4.38619047619048,50670
146.1,20,4.39288461538461,50670
146.15,20,4.39769230769231,50670
146.2,20,4.4,50670
146.25,20,4.4,50674.3137254902
146.3,20,4.3978431372549,50667.1428571429
146.35,20,4.39294117647059,50662.9411764706
146.4,20,4.39194174757282,50697.5
146.45,20,4.39679611650486,50720
146.5,20,4.4,50711.4285714286
146.55,20,4.4,50691.3725490196
146.6,20,4.4,50680
146.65,20,4.4,50688.6274509804
146.7,20,4.39902912621359,50691.4285714286
146.75,20,4.39417475728155,50675.7692307692
146.8,20,4.39,50673.8461538462
146.85,20,4.39,50676.25
146.9,20,4.39029411764706,50662.1568627451
146.95,20,4.39519607843137,50650
147,20,4.39990384615385,50638.2352941176
147.05,20,4.39509615384615,50627.7551020408
147.1,20,4.39028846153846,50640
147.15,20,4.36761904761905,50643.8
147.2,20,4.34380952380952,50638.3673469388
147.25,20,4.36079207920792,50627.8431372549
147.3,20,4.38554455445545,50632.2448979592
147.35,20,4.39398058252427,50627.8431372549
147.4,20,4.39883495145631,50632.4
147.45,20,4.39634615384615,50612.4
147.5,20,4.39153846153846,50607.7551020408
147.55,20,4.39317757009346,50612
147.6,20,4.39785046728972,50596.0784313726
147.65,20,4.39727272727273,50582.2448979592
147.7,20,4.39222222222222,50566
147.75,20,4.38466666666667,50560
147.8,20,4.37514285714285,50560
147.85,20,4.37450980392157,50563.75
147.9,20,4.3843137254902,50570
147.95,20,4.39201923076923,50577.6
148,20,4.39682692307692,50590
148.05,20,4.4,50593.8
148.1,20,4.4,50596.3461538462
148.15,20,4.39867924528302,50600.2
148.2,20,4.39396226415094,50620
148.25,20,4.3884,50620
148.3,20,4.3784,50613.2
148.35,20,4.3692380952381,50596.6
148.4,20,4.36447619047619,50590
148.45,20,4.36029411764706,50593.8
148.5,20,4.36519607843137,50600
148.55,20,4.37029126213592,50600
148.6,20,4.38485436893204,50589.8
148.65,20,4.39941747572816,50576.9387755102
148.7,20,4.4,50590
148.75,20,4.4,50590
